date,hour,area,electricity demand(MWh)
2021-01-16,9,제주도,736975
2021-01-16,10,제주도,680480
2021-01-16,11,제주도,662700
2021-01-16,12,제주도,659361
2021-01-16,13,제주도,613077
2021-01-16,14,제주도,598764
2021-01-16,15,제주도,644806
2021-01-16,16,제주도,681519
2021-01-16,17,제주도,754367
2021-01-16,18,제주도,842865
2021-01-16,19,제주도,881112
2021-01-16,20,제주도,872857
2021-01-16,21,제주도,853880
2021-01-16,22,제주도,819565
2021-01-16,23,제주도,808914
2021-01-16,24,제주도,811726
2021-01-17,1,제주도,777045
2021-01-17,2,제주도,747228
2021-01-17,3,제주도,724064
2021-01-17,4,제주도,714772
2021-01-17,5,제주도,712225
2021-01-17,6,제주도,723020
2021-01-17,7,제주도,741602
2021-01-17,8,제주도,762885
2021-01-17,9,제주도,781497
2021-01-17,10,제주도,772158
2021-01-17,11,제주도,745806
2021-01-17,12,제주도,700908
2021-01-17,13,제주도,664064
2021-01-17,14,제주도,659354
2021-01-17,15,제주도,669793
2021-01-17,16,제주도,683487
2021-01-17,17,제주도,749875
2021-01-17,18,제주도,847110
2021-01-17,19,제주도,895778
2021-01-17,20,제주도,893764
2021-01-17,21,제주도,877691
2021-01-17,22,제주도,845745
2021-01-17,23,제주도,824180
2021-01-17,24,제주도,811923
2021-01-18,1,제주도,770715
2021-01-18,2,제주도,740198
2021-01-18,3,제주도,717457
2021-01-18,4,제주도,707297
2021-01-18,5,제주도,701165
2021-01-18,6,제주도,715339
2021-01-18,7,제주도,745569
2021-01-18,8,제주도,791133
2021-01-18,9,제주도,854948
2021-01-18,10,제주도,850183
2021-01-18,11,제주도,813663
2021-01-18,12,제주도,764905
2021-01-18,13,제주도,719373
2021-01-18,14,제주도,704769
2021-01-18,15,제주도,704974
2021-01-18,16,제주도,724133
2021-01-18,17,제주도,778812
2021-01-18,18,제주도,854624
2021-01-18,19,제주도,907535
2021-01-18,20,제주도,892993
2021-01-18,21,제주도,875237
2021-01-18,22,제주도,847137
2021-01-18,23,제주도,831913
2021-01-18,24,제주도,833469
2021-01-19,1,제주도,801361
2021-01-19,2,제주도,775013
2021-01-19,3,제주도,758245
2021-01-19,4,제주도,748727
2021-01-19,5,제주도,753385
2021-01-19,6,제주도,775128
2021-01-19,7,제주도,808980
2021-01-19,8,제주도,858098
2021-01-19,9,제주도,858274
2021-01-19,10,제주도,751131
2021-01-19,11,제주도,696569
2021-01-19,12,제주도,663002
2021-01-19,13,제주도,623535
2021-01-19,14,제주도,631985
2021-01-19,15,제주도,639253
2021-01-19,16,제주도,660219
2021-01-19,17,제주도,724442
2021-01-19,18,제주도,849616
2021-01-19,19,제주도,927166
2021-01-19,20,제주도,936198
2021-01-19,21,제주도,915975
2021-01-19,22,제주도,877781
2021-01-19,23,제주도,853792
2021-01-19,24,제주도,844667
2021-01-20,1,제주도,804190
2021-01-20,2,제주도,773770
2021-01-20,3,제주도,748981
2021-01-20,4,제주도,735999
2021-01-20,5,제주도,731319
2021-01-20,6,제주도,731937
2021-01-20,7,제주도,755900
2021-01-20,8,제주도,794525
2021-01-20,9,제주도,807382
2021-01-20,10,제주도,713633
2021-01-20,11,제주도,662138
2021-01-20,12,제주도,629377
2021-01-20,13,제주도,603635
2021-01-20,14,제주도,629164
2021-01-20,15,제주도,652515
2021-01-20,16,제주도,673591
2021-01-20,17,제주도,711799
2021-01-20,18,제주도,770774
2021-01-20,19,제주도,804983
2021-01-20,20,제주도,801997
2021-01-20,21,제주도,780285
2021-01-20,22,제주도,748312
2021-01-20,23,제주도,732783
2021-01-20,24,제주도,733231
2021-01-21,1,제주도,697723
2021-01-21,2,제주도,659013
2021-01-21,3,제주도,643118
2021-01-21,4,제주도,637572
2021-01-21,5,제주도,636676
2021-01-21,6,제주도,658083
2021-01-21,7,제주도,691064
2021-01-21,8,제주도,734315
2021-01-21,9,제주도,754363
2021-01-21,10,제주도,685720
2021-01-21,11,제주도,645375
2021-01-21,12,제주도,624563
2021-01-21,13,제주도,589512
2021-01-21,14,제주도,600432
2021-01-21,15,제주도,624009
2021-01-21,16,제주도,680578
2021-01-21,17,제주도,705232
2021-01-21,18,제주도,739587
2021-01-21,19,제주도,758830
2021-01-21,20,제주도,754595
2021-01-21,21,제주도,733747
2021-01-21,22,제주도,704566
2021-01-21,23,제주도,687821
2021-01-21,24,제주도,676205
2021-01-22,1,제주도,636327
2021-01-22,2,제주도,604432
2021-01-22,3,제주도,582695
2021-01-22,4,제주도,574575
2021-01-22,5,제주도,578127
2021-01-22,6,제주도,596716
2021-01-22,7,제주도,627972
2021-01-22,8,제주도,666209
2021-01-22,9,제주도,733123
2021-01-22,10,제주도,743619
2021-01-22,11,제주도,730491
2021-01-22,12,제주도,738954
2021-01-22,13,제주도,727749
2021-01-22,14,제주도,727926
2021-01-22,15,제주도,730967
2021-01-22,16,제주도,752861
2021-01-22,17,제주도,784017
2021-01-22,18,제주도,792121
2021-01-22,19,제주도,791047
2021-01-22,20,제주도,776066
2021-01-22,21,제주도,751394
2021-01-22,22,제주도,720360
2021-01-22,23,제주도,703456
2021-01-22,24,제주도,697136
2021-01-23,1,제주도,656499
2021-01-23,2,제주도,623210
2021-01-23,3,제주도,601679
2021-01-23,4,제주도,593131
2021-01-23,5,제주도,591717
2021-01-23,6,제주도,604334
2021-01-23,7,제주도,624927
2021-01-23,8,제주도,644211
2021-01-23,9,제주도,682628
2021-01-23,10,제주도,712915
2021-01-23,11,제주도,708090
2021-01-23,12,제주도,706324
2021-01-23,13,제주도,697958
2021-01-23,14,제주도,696929
2021-01-23,15,제주도,694278
2021-01-23,16,제주도,713917
2021-01-23,17,제주도,747089
2021-01-23,18,제주도,767144
2021-01-23,19,제주도,775877
2021-01-23,20,제주도,768760
2021-01-23,21,제주도,749714
2021-01-23,22,제주도,726003
2021-01-23,23,제주도,714564
2021-01-23,24,제주도,715086
2021-01-24,1,제주도,679788
2021-01-24,2,제주도,647177
2021-01-24,3,제주도,626304
2021-01-24,4,제주도,620142
2021-01-24,5,제주도,609911
2021-01-24,6,제주도,620708
2021-01-24,7,제주도,643412
2021-01-24,8,제주도,659688
2021-01-24,9,제주도,646400
2021-01-24,10,제주도,577422
2021-01-24,11,제주도,540521
2021-01-24,12,제주도,512765
2021-01-24,13,제주도,495983
2021-01-24,14,제주도,493741
2021-01-24,15,제주도,513139
2021-01-24,16,제주도,535126
2021-01-24,17,제주도,586274
2021-01-24,18,제주도,683217
2021-01-24,19,제주도,755394
2021-01-24,20,제주도,760073
2021-01-24,21,제주도,742293
2021-01-24,22,제주도,709142
2021-01-24,23,제주도,699982
2021-01-24,24,제주도,693700
2021-01-25,1,제주도,651225
2021-01-25,2,제주도,625519
2021-01-25,3,제주도,608120
2021-01-25,4,제주도,602604
2021-01-25,5,제주도,606824
2021-01-25,6,제주도,616626
2021-01-25,7,제주도,647059
2021-01-25,8,제주도,686505
2021-01-25,9,제주도,731270
2021-01-25,10,제주도,700043
2021-01-25,11,제주도,661357
2021-01-25,12,제주도,624646
2021-01-25,13,제주도,576011
2021-01-25,14,제주도,610921
2021-01-25,15,제주도,597396
2021-01-25,16,제주도,618100
2021-01-25,17,제주도,655676
2021-01-25,18,제주도,716653
2021-01-25,19,제주도,762711
2021-01-25,20,제주도,756113
2021-01-25,21,제주도,737165
2021-01-25,22,제주도,709339
2021-01-25,23,제주도,688494
2021-01-25,24,제주도,678741
2021-01-26,1,제주도,636609
2021-01-26,2,제주도,607407
2021-01-26,3,제주도,588904
2021-01-26,4,제주도,578766
2021-01-26,5,제주도,583454
2021-01-26,6,제주도,601122
2021-01-26,7,제주도,627099
2021-01-26,8,제주도,666434
2021-01-26,9,제주도,740128
2021-01-26,10,제주도,795865
2021-01-26,11,제주도,778314
2021-01-26,12,제주도,734695
2021-01-26,13,제주도,703095
2021-01-26,14,제주도,721758
2021-01-26,15,제주도,732976
2021-01-26,16,제주도,744167
2021-01-26,17,제주도,741892
2021-01-26,18,제주도,783118
2021-01-26,19,제주도,825780
2021-01-26,20,제주도,821828
2021-01-26,21,제주도,797354
2021-01-26,22,제주도,761255
2021-01-26,23,제주도,746759
2021-01-26,24,제주도,743216
2021-01-27,1,제주도,709567
2021-01-27,2,제주도,683784
2021-01-27,3,제주도,665145
2021-01-27,4,제주도,659572
2021-01-27,5,제주도,666095
2021-01-27,6,제주도,685811
2021-01-27,7,제주도,717436
2021-01-27,8,제주도,764183
2021-01-27,9,제주도,751811
2021-01-27,10,제주도,660780
2021-01-27,11,제주도,619080
2021-01-27,12,제주도,585219
2021-01-27,13,제주도,546774
2021-01-27,14,제주도,555268
2021-01-27,15,제주도,562043
2021-01-27,16,제주도,586696
2021-01-27,17,제주도,641721
2021-01-27,18,제주도,752455
2021-01-27,19,제주도,847771
2021-01-27,20,제주도,863855
2021-01-27,21,제주도,843903
2021-01-27,22,제주도,825512
2021-01-27,23,제주도,802710
2021-01-27,24,제주도,776667
2021-01-28,1,제주도,725913
2021-01-28,2,제주도,695323
2021-01-28,3,제주도,673649
2021-01-28,4,제주도,655839
2021-01-28,5,제주도,667053
2021-01-28,6,제주도,694644
2021-01-28,7,제주도,726148
2021-01-28,8,제주도,763909
2021-01-28,9,제주도,746260
2021-01-28,10,제주도,678587
2021-01-28,11,제주도,664404
2021-01-28,12,제주도,652185
2021-01-28,13,제주도,650133
2021-01-28,14,제주도,695944
2021-01-28,15,제주도,704055
2021-01-28,16,제주도,714033
2021-01-28,17,제주도,768507
2021-01-28,18,제주도,856502
2021-01-28,19,제주도,911574
2021-01-28,20,제주도,903470
2021-01-28,21,제주도,884266
2021-01-28,22,제주도,858006
2021-01-28,23,제주도,838302
2021-01-28,24,제주도,832706
2021-01-29,1,제주도,795180
2021-01-29,2,제주도,759365
2021-01-29,3,제주도,741255
2021-01-29,4,제주도,736208
2021-01-29,5,제주도,737710
2021-01-29,6,제주도,756991
2021-01-29,7,제주도,788278
2021-01-29,8,제주도,834186
2021-01-29,9,제주도,882383
2021-01-29,10,제주도,872192
2021-01-29,11,제주도,815762
2021-01-29,12,제주도,750021
2021-01-29,13,제주도,695079
2021-01-29,14,제주도,678045
2021-01-29,15,제주도,677385
2021-01-29,16,제주도,689710
2021-01-29,17,제주도,742486
2021-01-29,18,제주도,857041
2021-01-29,19,제주도,924523
2021-01-29,20,제주도,932386
2021-01-29,21,제주도,910176
2021-01-29,22,제주도,875735
2021-01-29,23,제주도,858838
2021-01-29,24,제주도,855204
2021-01-30,1,제주도,814992
2021-01-30,2,제주도,780676
2021-01-30,3,제주도,759470
2021-01-30,4,제주도,744489
2021-01-30,5,제주도,741593
2021-01-30,6,제주도,749794
2021-01-30,7,제주도,768056
2021-01-30,8,제주도,786959
2021-01-30,9,제주도,749607
2021-01-30,10,제주도,635860
2021-01-30,11,제주도,601692
2021-01-30,12,제주도,580545
2021-01-30,13,제주도,566611
2021-01-30,14,제주도,581564
2021-01-30,15,제주도,582838
2021-01-30,16,제주도,587260
2021-01-30,17,제주도,633004
2021-01-30,18,제주도,728508
2021-01-30,19,제주도,826267
2021-01-30,20,제주도,843113
2021-01-30,21,제주도,831747
2021-01-30,22,제주도,809285
2021-01-30,23,제주도,797247
2021-01-30,24,제주도,796456
2021-01-31,1,제주도,758595
2021-01-31,2,제주도,728345
2021-01-31,3,제주도,706974
2021-01-31,4,제주도,693042
2021-01-31,5,제주도,690751
2021-01-31,6,제주도,694833
2021-01-31,7,제주도,707260
2021-01-31,8,제주도,715947
2021-01-31,9,제주도,687177
2021-01-31,10,제주도,606611
2021-01-31,11,제주도,598620
2021-01-31,12,제주도,583569
2021-01-31,13,제주도,554788
2021-01-31,14,제주도,543635
2021-01-31,15,제주도,547593
2021-01-31,16,제주도,577226
2021-01-31,17,제주도,622709
2021-01-31,18,제주도,683713
2021-01-31,19,제주도,737711
2021-01-31,20,제주도,739901
2021-01-31,21,제주도,731874
2021-01-31,22,제주도,707305
2021-01-31,23,제주도,691906
2021-01-31,24,제주도,686919
2021-02-01,1,제주도,644996
2021-02-01,2,제주도,609859
2021-02-01,3,제주도,585787
2021-02-01,4,제주도,577541
2021-02-01,5,제주도,581136
2021-02-01,6,제주도,596728
2021-02-01,7,제주도,626607
2021-02-01,8,제주도,673911
2021-02-01,9,제주도,739386
2021-02-01,10,제주도,774162
2021-02-01,11,제주도,787394
2021-02-01,12,제주도,782371
2021-02-01,13,제주도,758346
2021-02-01,14,제주도,762970
2021-02-01,15,제주도,768199
2021-02-01,16,제주도,769332
2021-02-01,17,제주도,788024
2021-02-01,18,제주도,803764
2021-02-01,19,제주도,815850
2021-02-01,20,제주도,804999
2021-02-01,21,제주도,779099
2021-02-01,22,제주도,747988
2021-02-01,23,제주도,729892
2021-02-01,24,제주도,726383
2021-02-02,1,제주도,694022
2021-02-02,2,제주도,677624
2021-02-02,3,제주도,673656
2021-02-02,4,제주도,669711
2021-02-02,5,제주도,679989
2021-02-02,6,제주도,703002
2021-02-02,7,제주도,743868
2021-02-02,8,제주도,799913
2021-02-02,9,제주도,801868
2021-02-02,10,제주도,707077
2021-02-02,11,제주도,659504
2021-02-02,12,제주도,633733
2021-02-02,13,제주도,600882
2021-02-02,14,제주도,628302
2021-02-02,15,제주도,659957
2021-02-02,16,제주도,695008
2021-02-02,17,제주도,758072
2021-02-02,18,제주도,867764
2021-02-02,19,제주도,934518
2021-02-02,20,제주도,933145
2021-02-02,21,제주도,910055
2021-02-02,22,제주도,872332
2021-02-02,23,제주도,850885
2021-02-02,24,제주도,839141
2021-02-03,1,제주도,793376
2021-02-03,2,제주도,755320
2021-02-03,3,제주도,735842
2021-02-03,4,제주도,728716
2021-02-03,5,제주도,726937
2021-02-03,6,제주도,747278
2021-02-03,7,제주도,781270
2021-02-03,8,제주도,821699
2021-02-03,9,제주도,805137
2021-02-03,10,제주도,708971
2021-02-03,11,제주도,668965
2021-02-03,12,제주도,624509
2021-02-03,13,제주도,586197
2021-02-03,14,제주도,598120
2021-02-03,15,제주도,604802
2021-02-03,16,제주도,627976
2021-02-03,17,제주도,675855
2021-02-03,18,제주도,774722
2021-02-03,19,제주도,880948
2021-02-03,20,제주도,904476
2021-02-03,21,제주도,880829
2021-02-03,22,제주도,846462
2021-02-03,23,제주도,822257
2021-02-03,24,제주도,809849
2021-02-04,1,제주도,742841
2021-02-04,2,제주도,698041
2021-02-04,3,제주도,667420
2021-02-04,4,제주도,648185
2021-02-04,5,제주도,650812
2021-02-04,6,제주도,678179
2021-02-04,7,제주도,719005
2021-02-04,8,제주도,768392
2021-02-04,9,제주도,781699
2021-02-04,10,제주도,711873
2021-02-04,11,제주도,652640
2021-02-04,12,제주도,607986
2021-02-04,13,제주도,574834
2021-02-04,14,제주도,583196
2021-02-04,15,제주도,593441
2021-02-04,16,제주도,618439
2021-02-04,17,제주도,668734
2021-02-04,18,제주도,768502
2021-02-04,19,제주도,873709
2021-02-04,20,제주도,895910
2021-02-04,21,제주도,875440
2021-02-04,22,제주도,837236
2021-02-04,23,제주도,810745
2021-02-04,24,제주도,814250
2021-02-05,1,제주도,778330
2021-02-05,2,제주도,744457
2021-02-05,3,제주도,725177
2021-02-05,4,제주도,714585
2021-02-05,5,제주도,715438
2021-02-05,6,제주도,728481
2021-02-05,7,제주도,750541
2021-02-05,8,제주도,787194
2021-02-05,9,제주도,813407
2021-02-05,10,제주도,778500
2021-02-05,11,제주도,748250
2021-02-05,12,제주도,761871
2021-02-05,13,제주도,743994
2021-02-05,14,제주도,763539
2021-02-05,15,제주도,735657
2021-02-05,16,제주도,747095
2021-02-05,17,제주도,802017
2021-02-05,18,제주도,835388
2021-02-05,19,제주도,848723
2021-02-05,20,제주도,838955
2021-02-05,21,제주도,813118
2021-02-05,22,제주도,780897
2021-02-05,23,제주도,765010
2021-02-05,24,제주도,755717
2021-02-06,1,제주도,714440
2021-02-06,2,제주도,692390
2021-02-06,3,제주도,690108
2021-02-06,4,제주도,684081
2021-02-06,5,제주도,688044
2021-02-06,6,제주도,704806
2021-02-06,7,제주도,728364
2021-02-06,8,제주도,747185
